SK_RequisicaoItem;NumeroRequisicao;DataSolicitacao;DataPrometida;DataAtendimento;SK_Item;SK_Deposito;SK_CentroCusto;SK_Solicitante;SK_Status;QuantidadeSolicitada;QuantidadeAtendida;QuantidadeNaoAtendida;CustoUnitario;HorasAtendimento;FlagAtendidoTotal;FlagNoPrazo;FlagOTIF;FlagPendente;MotivoNaoAtendimento
4440;RQ004440;2026-05-18;2026-05-19;2026-05-18;58;3;6;23;3;52,0000;52,0000;0,0000;231,6504;6,21;1;1;1;0;
4441;RQ004441;2026-05-18;2026-05-19;2026-05-18;58;3;5;40;3;52,0000;52,0000;0,0000;231,6504;1,08;1;1;1;0;
4442;RQ004442;2026-06-15;2026-06-16;2026-06-15;58;3;10;10;3;131,0000;131,0000;0,0000;233,1862;4,05;1;1;1;0;
4443;RQ004443;2026-07-20;2026-07-21;2026-07-20;58;3;10;33;3;3,0000;3,0000;0,0000;233,1862;3,42;1;1;1;0;
4444;RQ004444;2026-08-27;2026-08-28;2026-08-27;58;3;3;31;3;12,0000;12,0000;0,0000;233,1862;6,26;1;1;1;0;
4445;RQ004445;2026-08-18;2026-08-19;2026-08-18;58;3;10;28;3;12,0000;12,0000;0,0000;233,1862;5,75;1;1;1;0;
4446;RQ004446;2026-08-17;2026-08-18;2026-08-17;58;3;4;24;3;12,0000;12,0000;0,0000;233,1862;6,20;1;1;1;0;
4447;RQ004447;2026-08-07;2026-08-08;2026-08-07;58;3;5;6;3;12,0000;12,0000;0,0000;233,1862;6,51;1;1;1;0;
4448;RQ004448;2026-08-17;2026-08-18;2026-08-17;58;3;1;22;3;12,0000;12,0000;0,0000;233,1862;5,54;1;1;1;0;
4449;RQ004449;2024-09-25;2024-09-26;2024-09-25;58;2;6;14;3;21,0000;21,0000;0,0000;225,2600;2,74;1;1;1;0;
4450;RQ004450;2024-09-16;2024-09-17;2024-09-16;58;2;1;32;3;21,0000;21,0000;0,0000;225,2600;2,51;1;1;1;0;
4451;RQ004451;2024-09-04;2024-09-05;2024-09-04;58;2;6;10;3;21,0000;21,0000;0,0000;225,2600;6,71;1;1;1;0;
4452;RQ004452;2024-09-23;2024-09-24;2024-09-23;58;2;3;10;3;21,0000;21,0000;0,0000;225,2600;2,76;1;1;1;0;
4453;RQ004453;2024-09-04;2024-09-05;2024-09-04;58;2;4;31;3;21,0000;21,0000;0,0000;225,2600;6,58;1;1;1;0;
4454;RQ004454;2024-10-01;2024-10-02;2024-10-01;58;2;7;21;3;13,0000;13,0000;0,0000;225,2600;7,00;1;1;1;0;
4455;RQ004455;2024-10-25;2024-10-26;2024-10-25;58;2;12;20;3;13,0000;13,0000;0,0000;225,2600;7,99;1;1;1;0;
4456;RQ004456;2024-12-31;2025-01-01;2024-12-31;58;2;12;4;3;16,0000;16,0000;0,0000;226,6605;1,14;1;1;1;0;
4457;RQ004457;2024-12-12;2024-12-13;2024-12-12;58;2;9;13;3;16,0000;16,0000;0,0000;226,6605;3,93;1;1;1;0;
4458;RQ004458;2024-12-30;2024-12-31;2024-12-31;58;2;11;24;3;16,0000;16,0000;0,0000;226,6605;31,96;1;1;1;0;
4459;RQ004459;2024-12-03;2024-12-04;2024-12-03;58;2;6;29;3;16,0000;16,0000;0,0000;226,6605;1,95;1;1;1;0;
4460;RQ004460;2024-12-24;2024-12-25;2024-12-24;58;2;4;19;3;16,0000;16,0000;0,0000;226,6605;6,37;1;1;1;0;
4461;RQ004461;2025-01-07;2025-01-08;2025-01-08;58;2;8;38;3;34,0000;34,0000;0,0000;226,6605;31,91;1;1;1;0;
4462;RQ004462;2025-01-16;2025-01-17;2025-01-16;58;2;9;12;3;34,0000;34,0000;0,0000;226,6605;2,74;1;1;1;0;
4463;RQ004463;2025-01-30;2025-01-31;2025-01-30;58;2;9;12;3;34,0000;34,0000;0,0000;226,6605;1,53;1;1;1;0;
4464;RQ004464;2025-01-23;2025-01-24;2025-01-23;58;2;11;40;3;34,0000;34,0000;0,0000;226,6605;2,56;1;1;1;0;
4465;RQ004465;2025-02-25;2025-02-26;2025-02-25;58;2;8;19;3;29,0000;29,0000;0,0000;226,6605;3,72;1;1;1;0;
4466;RQ004466;2025-02-11;2025-02-12;2025-02-11;58;2;3;10;3;29,0000;29,0000;0,0000;226,6605;7,49;1;1;1;0;
4467;RQ004467;2025-03-27;2025-03-28;2025-03-27;58;2;11;38;3;31,0000;31,0000;0,0000;226,6605;7,88;1;1;1;0;
4468;RQ004468;2025-03-19;2025-03-20;2025-03-19;58;2;12;4;3;31,0000;31,0000;0,0000;226,6605;2,47;1;1;1;0;
4469;RQ004469;2025-03-03;2025-03-04;2025-03-03;58;2;11;28;3;31,0000;31,0000;0,0000;226,6605;3,63;1;1;1;0;
4470;RQ004470;2025-03-19;2025-03-20;2025-03-19;58;2;11;22;3;31,0000;31,0000;0,0000;226,6605;5,19;1;1;1;0;
4471;RQ004471;2025-04-23;2025-04-24;2025-04-23;58;2;8;7;3;55,0000;55,0000;0,0000;226,1152;5,91;1;1;1;0;
4472;RQ004472;2025-04-25;2025-04-26;2025-04-25;58;2;4;1;3;55,0000;55,0000;0,0000;226,1152;2,33;1;1;1;0;
4473;RQ004473;2025-04-11;2025-04-12;2025-04-11;58;2;11;21;3;55,0000;55,0000;0,0000;226,1152;7,39;1;1;1;0;
4474;RQ004474;2025-05-29;2025-05-30;2025-05-29;58;2;9;34;3;15,0000;15,0000;0,0000;225,0569;6,34;1;1;1;0;
4475;RQ004475;2025-05-29;2025-05-30;2025-05-31;58;2;8;14;3;15,0000;15,0000;0,0000;225,0569;54,21;1;0;0;0;
4476;RQ004476;2025-05-23;2025-05-24;2025-05-23;58;2;1;33;3;15,0000;15,0000;0,0000;225,0569;7,81;1;1;1;0;
4477;RQ004477;2025-05-01;2025-05-02;2025-05-01;58;2;11;33;3;15,0000;15,0000;0,0000;225,0569;4,91;1;1;1;0;
4478;RQ004478;2025-05-09;2025-05-10;2025-05-09;58;2;4;8;3;15,0000;15,0000;0,0000;225,0569;4,42;1;1;1;0;
4479;RQ004479;2025-06-16;2025-06-17;2025-06-16;58;2;4;15;3;6,0000;6,0000;0,0000;225,0569;6,47;1;1;1;0;
4480;RQ004480;2025-06-25;2025-06-26;2025-06-25;58;2;12;33;3;6,0000;6,0000;0,0000;225,0569;5,79;1;1;1;0;
4481;RQ004481;2025-06-02;2025-06-03;2025-06-02;58;2;4;16;3;6,0000;6,0000;0,0000;225,0569;3,08;1;1;1;0;
4482;RQ004482;2025-06-02;2025-06-03;2025-06-02;58;2;8;25;3;6,0000;6,0000;0,0000;225,0569;4,42;1;1;1;0;
4483;RQ004483;2025-08-20;2025-08-21;2025-08-20;58;2;12;7;3;23,0000;23,0000;0,0000;225,0569;7,24;1;1;1;0;
4484;RQ004484;2025-08-04;2025-08-05;2025-08-04;58;2;7;20;3;23,0000;23,0000;0,0000;225,0569;5,84;1;1;1;0;
4485;RQ004485;2025-09-15;2025-09-16;2025-09-15;58;2;5;9;3;122,0000;122,0000;0,0000;225,0569;2,71;1;1;1;0;
4486;RQ004486;2025-10-20;2025-10-21;2025-10-20;58;2;1;17;3;124,0000;124,0000;0,0000;225,0569;1,17;1;1;1;0;
4487;RQ004487;2025-11-04;2025-11-05;2025-11-04;58;2;10;3;3;7,0000;7,0000;0,0000;225,0569;1,68;1;1;1;0;
4488;RQ004488;2025-11-27;2025-11-28;2025-11-27;58;2;8;21;3;7,0000;7,0000;0,0000;225,0569;6,87;1;1;1;0;
4489;RQ004489;2025-11-03;2025-11-04;2025-11-03;58;2;7;13;3;7,0000;7,0000;0,0000;225,0569;2,19;1;1;1;0;
4490;RQ004490;2025-11-18;2025-11-19;2025-11-19;58;2;1;12;3;7,0000;7,0000;0,0000;225,0569;31,68;1;1;1;0;
4491;RQ004491;2025-11-28;2025-11-29;2025-11-28;58;2;11;6;3;7,0000;7,0000;0,0000;225,0569;7,21;1;1;1;0;
4492;RQ004492;2025-12-03;2025-12-04;2025-12-03;58;2;4;30;3;26,0000;26,0000;0,0000;225,0569;1,25;1;1;1;0;
4493;RQ004493;2025-12-16;2025-12-17;2025-12-16;58;2;8;19;3;26,0000;26,0000;0,0000;225,0569;5,43;1;1;1;0;
4494;RQ004494;2025-12-12;2025-12-13;2025-12-12;58;2;12;1;3;26,0000;26,0000;0,0000;225,0569;7,69;1;1;1;0;
4495;RQ004495;2025-12-24;2025-12-25;2025-12-24;58;2;12;15;3;26,0000;26,0000;0,0000;225,0569;7,20;1;1;1;0;
4496;RQ004496;2025-12-08;2025-12-09;2025-12-09;58;2;6;27;3;26,0000;26,0000;0,0000;225,0569;29,97;1;1;1;0;
4497;RQ004497;2026-01-02;2026-01-03;2026-01-02;58;2;11;15;3;41,0000;41,0000;0,0000;225,0569;1,70;1;1;1;0;
4498;RQ004498;2026-01-22;2026-01-23;2026-01-22;58;2;1;4;3;41,0000;41,0000;0,0000;225,0569;4,10;1;1;1;0;
4499;RQ004499;2026-02-10;2026-02-11;2026-02-10;58;2;8;13;3;63,0000;63,0000;0,0000;225,0569;5,46;1;1;1;0;
4500;RQ004500;2026-02-11;2026-02-12;2026-02-11;58;2;11;16;3;63,0000;63,0000;0,0000;225,0569;3,90;1;1;1;0;
4501;RQ004501;2026-03-16;2026-03-17;2026-03-16;58;2;4;21;3;79,0000;79,0000;0,0000;225,0569;1,71;1;1;1;0;
4502;RQ004502;2026-03-17;2026-03-18;2026-03-19;58;2;12;26;3;79,0000;79,0000;0,0000;225,0569;51,09;1;0;0;0;
4503;RQ004503;2026-03-05;2026-03-06;2026-03-05;58;2;7;20;3;79,0000;79,0000;0,0000;225,0569;1,31;1;1;1;0;
4504;RQ004504;2026-04-17;2026-04-18;2026-04-17;58;2;11;25;3;52,0000;52,0000;0,0000;227,6162;7,65;1;1;1;0;
4505;RQ004505;2026-04-28;2026-04-29;2026-04-28;58;2;5;33;3;52,0000;52,0000;0,0000;227,6162;1,41;1;1;1;0;
4506;RQ004506;2026-04-21;2026-04-22;2026-04-21;58;2;1;7;3;52,0000;52,0000;0,0000;227,6162;2,18;1;1;1;0;
4507;RQ004507;2026-05-01;2026-05-02;2026-05-03;58;2;12;32;3;18,0000;18,0000;0,0000;227,6162;49,78;1;0;0;0;
4508;RQ004508;2026-05-25;2026-05-26;2026-05-25;58;2;1;38;3;18,0000;18,0000;0,0000;227,6162;3,40;1;1;1;0;
4509;RQ004509;2026-05-06;2026-05-07;2026-05-06;58;2;8;2;3;18,0000;18,0000;0,0000;227,6162;3,48;1;1;1;0;
4510;RQ004510;2026-05-13;2026-05-14;2026-05-13;58;2;7;33;3;18,0000;18,0000;0,0000;227,6162;5,63;1;1;1;0;
4511;RQ004511;2026-05-21;2026-05-22;2026-05-21;58;2;4;23;3;18,0000;18,0000;0,0000;227,6162;5,72;1;1;1;0;
4512;RQ004512;2026-06-01;2026-06-02;2026-06-01;58;2;1;36;3;56,0000;56,0000;0,0000;227,6162;7,79;1;1;1;0;
4513;RQ004513;2026-06-16;2026-06-17;2026-06-16;58;2;1;22;3;56,0000;56,0000;0,0000;227,6162;3,68;1;1;1;0;
4514;RQ004514;2026-07-22;2026-07-23;2026-07-22;58;2;8;5;3;10,0000;10,0000;0,0000;227,6162;3,36;1;1;1;0;
4515;RQ004515;2026-07-28;2026-07-29;2026-07-28;58;2;6;36;3;10,0000;10,0000;0,0000;227,6162;3,49;1;1;1;0;
4516;RQ004516;2026-07-31;2026-08-01;2026-07-31;58;2;1;2;3;10,0000;10,0000;0,0000;227,6162;5,32;1;1;1;0;
4517;RQ004517;2026-07-14;2026-07-15;2026-07-14;58;2;10;21;3;10,0000;10,0000;0,0000;227,6162;4,29;1;1;1;0;
4518;RQ004518;2026-08-21;2026-08-22;2026-08-21;58;2;1;37;3;29,0000;29,0000;0,0000;227,6162;5,27;1;1;1;0;
4519;RQ004519;2026-08-17;2026-08-18;2026-08-17;58;2;5;8;3;29,0000;29,0000;0,0000;227,6162;5,51;1;1;1;0;
4520;RQ004520;2026-08-14;2026-08-15;2026-08-14;58;2;5;13;3;29,0000;29,0000;0,0000;227,6162;2,06;1;1;1;0;
4521;RQ004521;2026-08-14;2026-08-15;2026-08-14;58;2;8;28;3;29,0000;29,0000;0,0000;227,6162;4,44;1;1;1;0;
4522;RQ004522;2024-10-02;2024-10-03;2024-10-02;59;1;9;8;3;27,0000;27,0000;0,0000;109,2900;2,15;1;1;1;0;
4523;RQ004523;2024-10-15;2024-10-16;2024-10-15;59;1;10;40;3;27,0000;27,0000;0,0000;109,2900;6,29;1;1;1;0;
4524;RQ004524;2024-10-24;2024-10-25;2024-10-24;59;1;10;35;4;27,0000;5,0000;22,0000;109,2900;1,72;0;1;0;0;Atendimento parcial
4525;RQ004525;2024-10-14;2024-10-15;;59;1;11;28;1;27,0000;0,0000;27,0000;109,2900;;0;0;0;1;Falta de saldo
4526;RQ004526;2024-12-26;2024-12-27;2024-12-26;59;1;10;1;3;35,0000;35,0000;0,0000;109,4384;3,49;1;1;1;0;
4527;RQ004527;2024-12-19;2024-12-20;2024-12-19;59;1;3;10;3;35,0000;35,0000;0,0000;109,4384;1,84;1;1;1;0;
4528;RQ004528;2024-12-17;2024-12-18;2024-12-17;59;1;11;17;3;35,0000;35,0000;0,0000;109,4384;6,83;1;1;1;0;
4529;RQ004529;2025-01-01;2025-01-02;2025-01-01;59;1;3;35;3;38,0000;38,0000;0,0000;109,4384;5,71;1;1;1;0;
4530;RQ004530;2025-01-14;2025-01-15;2025-01-14;59;1;10;37;4;38,0000;27,0000;11,0000;109,4384;7,03;0;1;0;0;Atendimento parcial
4531;RQ004531;2025-02-24;2025-02-25;2025-02-24;59;1;9;36;3;13,0000;13,0000;0,0000;109,9730;1,37;1;1;1;0;
4532;RQ004532;2025-02-17;2025-02-18;2025-02-18;59;1;1;30;3;13,0000;13,0000;0,0000;109,9730;29,46;1;1;1;0;
4533;RQ004533;2025-02-26;2025-02-27;2025-02-26;59;1;10;5;3;13,0000;13,0000;0,0000;109,9730;5,82;1;1;1;0;
4534;RQ004534;2025-02-19;2025-02-20;2025-02-19;59;1;2;32;3;13,0000;13,0000;0,0000;109,9730;3,30;1;1;1;0;
4535;RQ004535;2025-03-28;2025-03-29;2025-03-28;59;1;10;20;3;37,0000;37,0000;0,0000;109,9730;7,96;1;1;1;0;
4536;RQ004536;2025-03-17;2025-03-18;2025-03-17;59;1;7;20;3;37,0000;37,0000;0,0000;109,9730;4,87;1;1;1;0;
4537;RQ004537;2025-03-04;2025-03-05;2025-03-04;59;1;11;27;3;37,0000;37,0000;0,0000;109,9730;6,61;1;1;1;0;
4538;RQ004538;2025-04-08;2025-04-09;2025-04-08;59;1;1;40;3;13,0000;13,0000;0,0000;110,5502;7,03;1;1;1;0;
4539;RQ004539;2025-04-03;2025-04-04;2025-04-03;59;1;11;26;3;13,0000;13,0000;0,0000;110,5502;3,29;1;1;1;0;
4540;RQ004540;2025-04-25;2025-04-26;2025-04-25;59;1;11;17;3;13,0000;13,0000;0,0000;110,5502;1,76;1;1;1;0;
4541;RQ004541;2025-05-21;2025-05-22;2025-05-21;59;1;3;29;3;4,0000;4,0000;0,0000;110,5502;6,46;1;1;1;0;
4542;RQ004542;2025-05-13;2025-05-14;2025-05-14;59;1;9;23;3;4,0000;4,0000;0,0000;110,5502;25,23;1;1;1;0;
4543;RQ004543;2025-05-26;2025-05-27;2025-05-26;59;1;11;1;3;4,0000;4,0000;0,0000;110,5502;4,30;1;1;1;0;
4544;RQ004544;2025-05-06;2025-05-07;2025-05-06;59;1;5;16;3;4,0000;4,0000;0,0000;110,5502;2,66;1;1;1;0;
4545;RQ004545;2025-06-17;2025-06-18;2025-06-17;59;1;4;31;3;69,0000;69,0000;0,0000;110,5502;2,32;1;1;1;0;
4546;RQ004546;2025-07-07;2025-07-08;2025-07-07;59;1;8;15;3;15,0000;15,0000;0,0000;110,7108;7,20;1;1;1;0;
4547;RQ004547;2025-07-24;2025-07-25;2025-07-24;59;1;5;27;3;15,0000;15,0000;0,0000;110,7108;7,52;1;1;1;0;
4548;RQ004548;2025-07-28;2025-07-29;2025-07-28;59;1;8;5;3;15,0000;15,0000;0,0000;110,7108;7,93;1;1;1;0;
4549;RQ004549;2025-07-21;2025-07-22;2025-07-21;59;1;7;12;3;15,0000;15,0000;0,0000;110,7108;3,29;1;1;1;0;
4550;RQ004550;2024-09-05;2024-09-06;2024-09-05;60;1;3;36;3;10,0000;10,0000;0,0000;317,9800;6,67;1;1;1;0;
4551;RQ004551;2024-09-04;2024-09-05;2024-09-04;60;1;2;38;3;10,0000;10,0000;0,0000;317,9800;7,29;1;1;1;0;
4552;RQ004552;2024-09-06;2024-09-07;2024-09-06;60;1;12;12;3;10,0000;10,0000;0,0000;317,9800;2,74;1;1;1;0;
4553;RQ004553;2024-09-03;2024-09-04;2024-09-03;60;1;7;16;3;10,0000;10,0000;0,0000;317,9800;3,86;1;1;1;0;
4554;RQ004554;2024-10-10;2024-10-11;2024-10-10;60;1;1;17;3;7,0000;7,0000;0,0000;317,9800;3,90;1;1;1;0;
4555;RQ004555;2024-10-17;2024-10-18;2024-10-17;60;1;2;6;3;7,0000;7,0000;0,0000;317,9800;2,74;1;1;1;0;
4556;RQ004556;2024-10-14;2024-10-15;2024-10-16;60;1;9;16;3;7,0000;7,0000;0,0000;317,9800;52,58;1;0;0;0;
4557;RQ004557;2024-10-15;2024-10-16;2024-10-15;60;1;11;22;3;7,0000;7,0000;0,0000;317,9800;5,54;1;1;1;0;
4558;RQ004558;2024-12-27;2024-12-28;2024-12-27;60;1;7;11;3;30,0000;30,0000;0,0000;322,0954;3,38;1;1;1;0;
4559;RQ004559;2024-12-02;2024-12-03;2024-12-02;60;1;7;37;3;30,0000;30,0000;0,0000;322,0954;1,21;1;1;1;0;
4560;RQ004560;2024-12-09;2024-12-10;2024-12-09;60;1;8;5;3;30,0000;30,0000;0,0000;322,0954;2,94;1;1;1;0;
4561;RQ004561;2025-01-02;2025-01-03;2025-01-02;60;1;4;36;3;37,0000;37,0000;0,0000;322,0954;1,90;1;1;1;0;
4562;RQ004562;2025-01-15;2025-01-16;2025-01-15;60;1;9;29;3;37,0000;37,0000;0,0000;322,0954;2,30;1;1;1;0;
4563;RQ004563;2025-02-20;2025-02-21;2025-02-20;60;1;11;16;3;8,0000;8,0000;0,0000;324,7880;1,46;1;1;1;0;
4564;RQ004564;2025-02-14;2025-02-15;2025-02-14;60;1;10;24;3;8,0000;8,0000;0,0000;324,7880;1,34;1;1;1;0;
4565;RQ004565;2025-03-24;2025-03-25;2025-03-24;60;1;7;33;3;24,0000;24,0000;0,0000;324,7880;7,34;1;1;1;0;
4566;RQ004566;2025-03-12;2025-03-13;2025-03-12;60;1;6;32;3;24,0000;24,0000;0,0000;324,7880;4,37;1;1;1;0;
4567;RQ004567;2025-03-17;2025-03-18;2025-03-19;60;1;10;22;3;24,0000;24,0000;0,0000;324,7880;50,94;1;0;0;0;
4568;RQ004568;2025-03-17;2025-03-18;2025-03-19;60;1;7;13;3;24,0000;24,0000;0,0000;324,7880;55,38;1;0;0;0;
4569;RQ004569;2025-04-16;2025-04-17;2025-04-16;60;1;1;34;3;31,0000;31,0000;0,0000;326,4608;7,90;1;1;1;0;
4570;RQ004570;2025-04-11;2025-04-12;2025-04-11;60;1;9;26;3;31,0000;31,0000;0,0000;326,4608;1,50;1;1;1;0;
4571;RQ004571;2025-04-25;2025-04-26;2025-04-25;60;1;12;27;4;31,0000;15,0000;16,0000;326,4608;4,07;0;1;0;0;Atendimento parcial
4572;RQ004572;2025-04-07;2025-04-08;;60;1;10;15;1;31,0000;0,0000;31,0000;326,4608;;0;0;0;1;Falta de saldo
4573;RQ004573;2025-05-28;2025-05-29;2025-05-28;60;1;1;7;3;17,0000;17,0000;0,0000;327,3864;6,44;1;1;1;0;
4574;RQ004574;2025-05-20;2025-05-21;2025-05-20;60;1;8;32;3;17,0000;17,0000;0,0000;327,3864;1,02;1;1;1;0;
4575;RQ004575;2025-05-28;2025-05-29;2025-05-28;60;1;12;14;3;17,0000;17,0000;0,0000;327,3864;5,37;1;1;1;0;
4576;RQ004576;2025-05-22;2025-05-23;2025-05-22;60;1;4;31;3;17,0000;17,0000;0,0000;327,3864;1,23;1;1;1;0;
4577;RQ004577;2025-06-30;2025-07-01;2025-06-30;60;1;8;22;3;78,0000;78,0000;0,0000;327,8001;6,28;1;1;1;0;
4578;RQ004578;2025-07-04;2025-07-05;2025-07-04;60;1;10;28;3;31,0000;31,0000;0,0000;327,8001;6,45;1;1;1;0;
4579;RQ004579;2025-07-30;2025-07-31;2025-07-30;60;1;2;5;3;31,0000;31,0000;0,0000;327,8001;7,82;1;1;1;0;
4580;RQ004580;2025-07-22;2025-07-23;2025-07-22;60;1;4;26;3;31,0000;31,0000;0,0000;327,8001;4,08;1;1;1;0;
4581;RQ004581;2025-09-15;2025-09-16;2025-09-15;60;1;8;17;3;18,0000;18,0000;0,0000;327,8001;6,54;1;1;1;0;
4582;RQ004582;2025-09-26;2025-09-27;2025-09-26;60;1;7;12;3;18,0000;18,0000;0,0000;327,8001;2,88;1;1;1;0;
4583;RQ004583;2025-09-01;2025-09-02;2025-09-01;60;1;4;11;3;18,0000;18,0000;0,0000;327,8001;4,67;1;1;1;0;
4584;RQ004584;2025-09-10;2025-09-11;2025-09-10;60;1;12;26;3;18,0000;18,0000;0,0000;327,8001;4,05;1;1;1;0;
4585;RQ004585;2025-10-09;2025-10-10;2025-10-10;60;1;2;37;3;8,0000;8,0000;0,0000;329,1138;25,85;1;1;1;0;
4586;RQ004586;2025-10-29;2025-10-30;2025-10-29;60;1;8;11;3;8,0000;8,0000;0,0000;329,1138;7,06;1;1;1;0;
4587;RQ004587;2025-10-21;2025-10-22;2025-10-21;60;1;10;19;3;8,0000;8,0000;0,0000;329,1138;1,15;1;1;1;0;
4588;RQ004588;2025-10-10;2025-10-11;2025-10-10;60;1;2;13;3;8,0000;8,0000;0,0000;329,1138;1,59;1;1;1;0;
4589;RQ004589;2025-11-13;2025-11-14;2025-11-13;60;1;4;34;3;81,0000;81,0000;0,0000;329,5151;3,44;1;1;1;0;
4590;RQ004590;2025-12-16;2025-12-17;2025-12-16;60;1;8;39;3;35,0000;35,0000;0,0000;329,5151;7,98;1;1;1;0;
4591;RQ004591;2025-12-12;2025-12-13;2025-12-12;60;1;11;9;3;35,0000;35,0000;0,0000;329,5151;2,41;1;1;1;0;
4592;RQ004592;2026-01-09;2026-01-10;2026-01-09;60;1;1;40;3;44,0000;44,0000;0,0000;329,3981;4,77;1;1;1;0;
4593;RQ004593;2026-01-29;2026-01-30;2026-01-29;60;1;5;34;3;44,0000;44,0000;0,0000;329,3981;2,42;1;1;1;0;
4594;RQ004594;2026-01-05;2026-01-06;2026-01-05;60;1;10;8;3;44,0000;44,0000;0,0000;329,3981;5,00;1;1;1;0;
4595;RQ004595;2026-02-19;2026-02-20;2026-02-19;60;1;5;3;3;4,0000;4,0000;0,0000;329,9501;3,26;1;1;1;0;
4596;RQ004596;2026-02-24;2026-02-25;2026-02-24;60;1;10;19;3;4,0000;4,0000;0,0000;329,9501;1,37;1;1;1;0;
4597;RQ004597;2026-02-26;2026-02-27;2026-02-26;60;1;5;4;3;4,0000;4,0000;0,0000;329,9501;2,30;1;1;1;0;
4598;RQ004598;2026-02-05;2026-02-06;2026-02-05;60;1;5;31;3;4,0000;4,0000;0,0000;329,9501;6,08;1;1;1;0;
4599;RQ004599;2026-03-02;2026-03-03;2026-03-02;60;1;6;16;3;23,0000;23,0000;0,0000;329,9501;7,10;1;1;1;0;
4600;RQ004600;2026-03-20;2026-03-21;2026-03-20;60;1;5;29;3;23,0000;23,0000;0,0000;329,9501;1,05;1;1;1;0;
4601;RQ004601;2026-03-18;2026-03-19;2026-03-18;60;1;9;21;3;23,0000;23,0000;0,0000;329,9501;1,22;1;1;1;0;
4602;RQ004602;2026-04-07;2026-04-08;2026-04-07;60;1;11;39;3;8,0000;8,0000;0,0000;330,9091;2,51;1;1;1;0;
4603;RQ004603;2026-05-25;2026-05-26;2026-05-25;60;1;11;6;3;66,0000;66,0000;0,0000;330,9091;6,70;1;1;1;0;
4604;RQ004604;2026-05-25;2026-05-26;2026-05-26;60;1;8;27;3;66,0000;66,0000;0,0000;330,9091;26,27;1;1;1;0;
4605;RQ004605;2026-05-15;2026-05-16;2026-05-15;60;1;9;15;4;66,0000;36,0000;30,0000;330,9091;3,83;0;1;0;0;Atendimento parcial
4606;RQ004606;2026-05-26;2026-05-27;;60;1;9;35;1;66,0000;0,0000;66,0000;330,9091;;0;0;0;1;Falta de saldo
4607;RQ004607;2026-06-26;2026-06-27;2026-06-26;60;1;10;21;3;11,0000;11,0000;0,0000;329,6969;1,21;1;1;1;0;
4608;RQ004608;2026-06-08;2026-06-09;2026-06-08;60;1;5;16;3;11,0000;11,0000;0,0000;329,6969;7,69;1;1;1;0;
4609;RQ004609;2026-06-09;2026-06-10;2026-06-09;60;1;11;7;3;11,0000;11,0000;0,0000;329,6969;1,72;1;1;1;0;
4610;RQ004610;2026-07-08;2026-07-09;2026-07-08;60;1;9;2;3;7,0000;7,0000;0,0000;329,6969;1,06;1;1;1;0;
4611;RQ004611;2026-07-22;2026-07-23;2026-07-22;60;1;3;25;3;7,0000;7,0000;0,0000;329,6969;3,49;1;1;1;0;
4612;RQ004612;2026-07-01;2026-07-02;2026-07-01;60;1;11;40;3;7,0000;7,0000;0,0000;329,6969;4,67;1;1;1;0;
4613;RQ004613;2026-07-14;2026-07-15;2026-07-14;60;1;1;14;3;7,0000;7,0000;0,0000;329,6969;5,21;1;1;1;0;
4614;RQ004614;2026-07-07;2026-07-08;2026-07-07;60;1;6;18;3;7,0000;7,0000;0,0000;329,6969;1,10;1;1;1;0;
4615;RQ004615;2024-10-29;2024-10-30;2024-10-29;60;3;12;27;3;44,0000;44,0000;0,0000;317,9064;1,37;1;1;1;0;
4616;RQ004616;2024-10-10;2024-10-11;2024-10-10;60;3;1;5;3;44,0000;44,0000;0,0000;317,9064;4,74;1;1;1;0;
4617;RQ004617;2024-11-14;2024-11-15;2024-11-14;60;3;2;35;3;7,0000;7,0000;0,0000;317,4051;2,54;1;1;1;0;
4618;RQ004618;2024-11-14;2024-11-15;2024-11-14;60;3;11;4;3;7,0000;7,0000;0,0000;317,4051;2,82;1;1;1;0;
4619;RQ004619;2024-11-28;2024-11-29;2024-11-28;60;3;9;33;3;7,0000;7,0000;0,0000;317,4051;5,94;1;1;1;0;
4620;RQ004620;2024-12-11;2024-12-12;2024-12-11;60;3;5;28;3;7,0000;7,0000;0,0000;317,4051;3,40;1;1;1;0;
4621;RQ004621;2024-12-05;2024-12-06;2024-12-05;60;3;11;1;3;7,0000;7,0000;0,0000;317,4051;6,64;1;1;1;0;
4622;RQ004622;2024-12-16;2024-12-17;2024-12-16;60;3;9;33;3;7,0000;7,0000;0,0000;317,4051;6,48;1;1;1;0;
4623;RQ004623;2025-01-15;2025-01-16;2025-01-15;60;3;5;21;3;68,0000;68,0000;0,0000;317,4051;4,52;1;1;1;0;
4624;RQ004624;2025-02-25;2025-02-26;2025-02-25;60;3;11;27;3;52,0000;52,0000;0,0000;317,4051;6,38;1;1;1;0;
4625;RQ004625;2025-02-12;2025-02-13;2025-02-14;60;3;3;28;3;52,0000;52,0000;0,0000;317,4051;49,16;1;0;0;0;
4626;RQ004626;2025-02-04;2025-02-05;2025-02-04;60;3;10;38;4;52,0000;45,0000;7,0000;317,4051;6,05;0;1;0;0;Atendimento parcial
4627;RQ004627;2025-03-27;2025-03-28;2025-03-27;60;3;9;2;3;31,0000;31,0000;0,0000;317,3037;2,78;1;1;1;0;
