SK_CompraItem;NumeroPedido;DataPedido;DataPrometida;DataRecebimento;SK_Item;SK_Fornecedor;SK_Deposito;QuantidadePedida;QuantidadeRecebida;QuantidadeDevolvida;PrecoUnitario;ValorPedido;ValorRecebido;LeadTimeRealDias;FlagEntregaNoPrazo;FlagRecebimentoTotal;StatusPedido
1063;PC001063;2026-04-27;2026-05-15;2026-05-10;79;26;1;105,0000;105,0000;0,0000;25,7395;2702,65;2702,65;13;SIM;SIM;Recebido
1064;PC001064;2024-10-02;2024-10-25;2024-10-22;80;21;2;57,0000;57,0000;0,0000;82,4150;4697,66;4697,66;20;SIM;SIM;Recebido
1065;PC001065;2024-11-05;2024-11-28;2024-11-17;80;21;2;50,0000;50,0000;0,0000;85,9610;4298,05;4298,05;12;SIM;SIM;Recebido
1066;PC001066;2025-01-07;2025-01-30;2025-01-25;80;21;2;53,0000;53,0000;0,0000;84,7771;4493,19;4493,19;18;SIM;SIM;Recebido
1067;PC001067;2025-04-29;2025-05-22;2025-05-15;80;21;2;56,0000;56,0000;0,0000;80,9339;4532,30;4532,30;16;SIM;SIM;Recebido
1068;PC001068;2025-06-12;2025-07-05;2025-06-30;80;21;2;65,0000;63,0000;0,0000;83,7812;5445,78;5278,22;18;SIM;NAO;Recebido
1069;PC001069;2025-10-22;2025-11-14;2025-11-19;80;21;2;48,0000;48,0000;0,0000;87,3091;4190,84;4190,84;28;NAO;SIM;Recebido
1070;PC001070;2026-01-19;2026-02-11;2026-02-01;80;21;2;54,0000;54,0000;3,0000;86,5376;4673,03;4673,03;13;SIM;SIM;Recebido
1071;PC001071;2026-04-21;2026-05-14;2026-05-17;80;21;2;63,0000;63,0000;0,0000;88,9405;5603,25;5603,25;26;NAO;SIM;Recebido
1072;PC001072;2026-05-06;2026-05-29;2026-05-18;80;21;2;58,0000;58,0000;0,0000;86,4058;5011,54;5011,54;12;SIM;SIM;Recebido
1073;PC001073;2026-06-29;2026-07-22;2026-07-18;80;21;2;45,0000;45,0000;0,0000;86,5493;3894,72;3894,72;19;SIM;SIM;Recebido
1074;PC001074;2026-07-07;2026-07-30;2026-07-29;80;21;2;40,0000;40,0000;0,0000;90,7197;3628,79;3628,79;22;SIM;SIM;Recebido
1075;PC001075;2024-10-08;2024-10-31;2024-10-16;80;21;3;46,0000;46,0000;0,0000;85,6502;3939,91;3939,91;8;SIM;SIM;Recebido
1076;PC001076;2024-12-02;2024-12-25;2024-12-31;80;21;3;36,0000;36,0000;1,0000;81,3877;2929,96;2929,96;29;NAO;SIM;Recebido
1077;PC001077;2025-03-04;2025-03-27;2025-03-23;80;21;3;46,0000;46,0000;0,0000;80,7093;3712,63;3712,63;19;SIM;SIM;Recebido
1078;PC001078;2025-05-30;2025-06-22;2025-06-15;80;21;3;68,0000;68,0000;0,0000;85,4674;5811,78;5811,78;16;SIM;SIM;Recebido
1079;PC001079;2025-08-14;2025-09-06;2025-08-27;80;21;3;59,0000;59,0000;0,0000;86,4404;5099,98;5099,98;13;SIM;SIM;Recebido
1080;PC001080;2024-09-19;2024-09-29;2024-09-25;81;29;3;99,0000;99,0000;0,0000;276,8930;27412,41;27412,41;6;SIM;SIM;Recebido
1081;PC001081;2024-12-13;2024-12-23;2024-12-19;81;29;3;83,0000;83,0000;0,0000;268,3033;22269,17;22269,17;6;SIM;SIM;Recebido
1082;PC001082;2025-02-20;2025-03-02;2025-02-25;81;29;3;107,0000;107,0000;2,0000;271,2876;29027,77;29027,77;5;SIM;SIM;Recebido
1083;PC001083;2025-04-09;2025-04-19;2025-04-15;81;29;3;107,0000;107,0000;0,0000;264,2364;28273,29;28273,29;6;SIM;SIM;Recebido
1084;PC001084;2025-08-08;2025-08-18;2025-08-15;81;29;3;98,0000;98,0000;0,0000;267,9232;26256,47;26256,47;7;SIM;SIM;Recebido
1085;PC001085;2025-10-23;2025-11-02;2025-10-28;81;29;3;107,0000;107,0000;0,0000;281,1541;30083,49;30083,49;5;SIM;SIM;Recebido
1086;PC001086;2025-12-25;2026-01-04;2025-12-31;81;29;3;107,0000;107,0000;0,0000;265,4392;28401,99;28401,99;6;SIM;SIM;Recebido
1087;PC001087;2026-02-18;2026-02-28;2026-02-24;81;29;3;88,0000;88,0000;0,0000;277,5315;24422,77;24422,77;6;SIM;SIM;Recebido
1088;PC001088;2026-04-30;2026-05-10;2026-05-08;81;29;3;82,0000;82,0000;0,0000;264,9640;21727,05;21727,05;8;SIM;SIM;Recebido
1089;PC001089;2026-07-28;2026-08-07;2026-08-03;81;29;3;76,0000;76,0000;0,0000;278,8237;21190,60;21190,60;6;SIM;SIM;Recebido
1090;PC001090;2024-12-30;2025-01-09;2025-01-03;81;29;1;107,0000;107,0000;0,0000;269,8713;28876,23;28876,23;4;SIM;SIM;Recebido
1091;PC001091;2025-02-24;2025-03-06;2025-03-01;81;29;1;74,0000;74,0000;0,0000;277,6119;20543,28;20543,28;5;SIM;SIM;Recebido
1092;PC001092;2025-04-29;2025-05-09;2025-05-05;81;29;1;79,0000;79,0000;0,0000;284,1174;22445,27;22445,27;6;SIM;SIM;Recebido
1093;PC001093;2025-09-10;2025-09-20;2025-09-16;81;29;1;93,0000;93,0000;0,0000;283,9706;26409,27;26409,27;6;SIM;SIM;Recebido
1094;PC001094;2025-12-31;2026-01-10;2026-01-06;81;29;1;98,0000;98,0000;0,0000;271,0658;26564,45;26564,45;6;SIM;SIM;Recebido
1095;PC001095;2026-05-06;2026-05-16;2026-05-13;81;29;1;90,0000;90,0000;0,0000;277,7081;24993,73;24993,73;7;SIM;SIM;Recebido
1096;PC001096;2026-08-19;2026-08-29;2026-08-24;81;29;1;107,0000;107,0000;0,0000;280,4553;30008,72;30008,72;5;SIM;SIM;Recebido
1097;PC001097;2024-09-23;2024-10-26;2024-10-18;82;4;2;84,0000;71,0000;0,0000;69,6076;5847,04;4942,14;25;SIM;NAO;Recebido
1098;PC001098;2024-11-01;2024-12-04;2024-11-27;82;4;2;74,0000;74,0000;0,0000;68,8834;5097,37;5097,37;26;SIM;SIM;Recebido
1099;PC001099;2025-01-03;2025-02-05;2025-01-18;82;4;2;69,0000;69,0000;2,0000;73,7313;5087,46;5087,46;15;SIM;SIM;Recebido
1100;PC001100;2025-03-26;2025-04-28;2025-04-25;82;4;2;58,0000;58,0000;0,0000;71,3127;4136,14;4136,14;30;SIM;SIM;Recebido
1101;PC001101;2025-10-15;2025-11-17;2025-11-09;82;4;2;71,0000;71,0000;0,0000;70,2840;4990,16;4990,16;25;SIM;SIM;Recebido
1102;PC001102;2026-01-27;2026-03-01;2026-03-01;82;4;2;77,0000;77,0000;0,0000;74,9281;5769,46;5769,46;33;SIM;SIM;Recebido
1103;PC001103;2026-02-17;2026-03-22;2026-03-26;82;4;2;100,0000;100,0000;0,0000;71,8871;7188,71;7188,71;37;NAO;SIM;Recebido
1104;PC001104;2024-10-21;2024-11-23;2024-11-14;82;4;3;75,0000;75,0000;0,0000;72,2890;5421,68;5421,68;24;SIM;SIM;Recebido
1105;PC001105;2024-12-20;2025-01-22;2025-01-11;82;4;3;66,0000;66,0000;0,0000;75,0182;4951,20;4951,20;22;SIM;SIM;Recebido
1106;PC001106;2025-02-04;2025-03-09;2025-03-02;82;4;3;84,0000;84,0000;0,0000;72,6187;6099,97;6099,97;26;SIM;SIM;Recebido
1107;PC001107;2025-03-19;2025-04-21;2025-04-14;82;4;3;60,0000;60,0000;0,0000;72,9798;4378,79;4378,79;26;SIM;SIM;Recebido
1108;PC001108;2025-09-26;2025-10-29;2025-11-08;82;4;3;77,0000;77,0000;0,0000;72,4658;5579,87;5579,87;43;NAO;SIM;Recebido
1109;PC001109;2025-10-28;2025-11-30;2025-11-29;82;4;3;82,0000;82,0000;0,0000;75,6475;6203,09;6203,09;32;SIM;SIM;Recebido
1110;PC001110;2026-04-16;2026-05-19;2026-05-20;82;4;3;62,0000;62,0000;0,0000;72,1042;4470,46;4470,46;34;NAO;SIM;Recebido
1111;PC001111;2026-05-07;2026-06-09;2026-06-12;82;4;3;60,0000;60,0000;3,0000;74,1187;4447,12;4447,12;36;NAO;SIM;Recebido
1112;PC001112;2026-08-28;2026-09-30;;82;4;3;60,0000;0,0000;0,0000;75,6135;4536,81;0,00;;NAO;NAO;Aberto
1113;PC001113;2024-09-02;2024-09-12;2024-09-08;83;35;2;208,0000;208,0000;0,0000;109,2521;22724,44;22724,44;6;SIM;SIM;Recebido
1114;PC001114;2024-12-31;2025-01-10;2025-01-07;83;35;2;228,0000;228,0000;0,0000;108,1984;24669,24;24669,24;7;SIM;SIM;Recebido
1115;PC001115;2025-02-04;2025-02-14;2025-02-12;83;35;2;216,0000;216,0000;0,0000;109,0367;23551,93;23551,93;8;SIM;SIM;Recebido
1116;PC001116;2025-03-06;2025-03-16;2025-03-11;83;35;2;240,0000;240,0000;0,0000;113,6722;27281,33;27281,33;5;SIM;SIM;Recebido
1117;PC001117;2025-05-27;2025-06-06;2025-06-02;83;35;2;257,0000;257,0000;0,0000;109,4592;28131,01;28131,01;6;SIM;SIM;Recebido
1118;PC001118;2025-07-03;2025-07-13;2025-07-05;83;35;2;257,0000;257,0000;0,0000;111,3533;28617,80;28617,80;2;SIM;SIM;Recebido
1119;PC001119;2025-09-09;2025-09-19;2025-09-17;83;35;2;247,0000;247,0000;0,0000;107,9806;26671,21;26671,21;8;SIM;SIM;Recebido
1120;PC001120;2025-12-04;2025-12-14;2025-12-10;83;35;2;257,0000;257,0000;0,0000;113,6056;29196,64;29196,64;6;SIM;SIM;Recebido
1121;PC001121;2026-02-10;2026-02-20;2026-02-17;83;35;2;257,0000;257,0000;0,0000;107,4595;27617,09;27617,09;7;SIM;SIM;Recebido
1122;PC001122;2026-04-02;2026-04-12;2026-04-09;83;35;2;255,0000;255,0000;0,0000;113,2565;28880,41;28880,41;7;SIM;SIM;Recebido
1123;PC001123;2026-06-02;2026-06-12;2026-06-07;83;35;2;257,0000;257,0000;0,0000;113,3020;29118,61;29118,61;5;SIM;SIM;Recebido
1124;PC001124;2024-11-27;2024-12-07;2024-12-04;83;35;3;257,0000;257,0000;0,0000;111,7892;28729,82;28729,82;7;SIM;SIM;Recebido
1125;PC001125;2025-01-21;2025-01-31;2025-01-30;83;35;3;218,0000;218,0000;0,0000;106,5816;23234,79;23234,79;9;SIM;SIM;Recebido
1126;PC001126;2025-02-04;2025-02-14;2025-02-09;83;35;3;228,0000;228,0000;0,0000;109,6986;25011,28;25011,28;5;SIM;SIM;Recebido
1127;PC001127;2025-06-26;2025-07-06;2025-07-02;83;35;3;257,0000;257,0000;0,0000;113,4680;29161,28;29161,28;6;SIM;SIM;Recebido
1128;PC001128;2025-08-13;2025-08-23;2025-08-20;83;35;3;257,0000;257,0000;0,0000;106,4457;27356,54;27356,54;7;SIM;SIM;Recebido
1129;PC001129;2025-11-12;2025-11-22;2025-11-21;83;35;3;257,0000;257,0000;0,0000;111,2579;28593,28;28593,28;9;SIM;SIM;Recebido
1130;PC001130;2026-01-02;2026-01-12;2026-01-08;83;35;3;257,0000;257,0000;0,0000;111,6980;28706,39;28706,39;6;SIM;SIM;Recebido
1131;PC001131;2026-04-08;2026-04-18;2026-04-14;83;35;3;257,0000;257,0000;0,0000;108,3344;27841,94;27841,94;6;SIM;SIM;Recebido
1132;PC001132;2026-08-19;2026-08-29;2026-08-29;83;35;3;257,0000;257,0000;0,0000;110,7096;28452,37;28452,37;10;SIM;SIM;Recebido
1133;PC001133;2024-11-18;2024-11-28;2024-11-23;84;26;1;263,0000;263,0000;0,0000;127,5953;33557,56;33557,56;5;SIM;SIM;Recebido
1134;PC001134;2025-02-13;2025-02-23;2025-02-18;84;26;1;356,0000;356,0000;0,0000;126,4851;45028,70;45028,70;5;SIM;SIM;Recebido
1135;PC001135;2025-03-19;2025-03-29;2025-03-27;84;26;1;240,0000;240,0000;0,0000;130,6749;31361,98;31361,98;8;SIM;SIM;Recebido
1136;PC001136;2025-04-21;2025-05-01;2025-04-27;84;26;1;224,0000;224,0000;0,0000;135,7987;30418,91;30418,91;6;SIM;SIM;Recebido
1137;PC001137;2025-06-23;2025-07-03;2025-06-28;84;26;1;325,0000;325,0000;0,0000;130,5103;42415,85;42415,85;5;SIM;SIM;Recebido
1138;PC001138;2025-08-08;2025-08-18;2025-08-15;84;26;1;306,0000;306,0000;0,0000;134,0543;41020,62;41020,62;7;SIM;SIM;Recebido
1139;PC001139;2025-10-24;2025-11-03;2025-10-30;84;26;1;220,0000;155,0000;0,0000;136,1645;29956,19;21105,50;6;SIM;NAO;Recebido
1140;PC001140;2025-11-14;2025-11-24;2025-11-21;84;26;1;235,0000;235,0000;0,0000;130,8843;30757,81;30757,81;7;SIM;SIM;Recebido
1141;PC001141;2026-01-28;2026-02-07;2026-01-30;84;26;1;284,0000;284,0000;0,0000;128,7438;36563,24;36563,24;2;SIM;SIM;Recebido
1142;PC001142;2026-03-12;2026-03-22;2026-03-20;84;26;1;343,0000;343,0000;0,0000;133,6812;45852,65;45852,65;8;SIM;SIM;Recebido
1143;PC001143;2026-04-16;2026-04-26;2026-04-23;84;26;1;234,0000;234,0000;0,0000;127,9048;29929,72;29929,72;7;SIM;SIM;Recebido
1144;PC001144;2026-06-01;2026-06-11;2026-06-07;84;26;1;296,0000;296,0000;0,0000;128,1711;37938,65;37938,65;6;SIM;SIM;Recebido
1145;PC001145;2026-08-18;2026-08-28;2026-08-25;84;26;1;233,0000;233,0000;0,0000;127,3616;29675,25;29675,25;7;SIM;SIM;Recebido
1146;PC001146;2024-09-11;2024-09-21;2024-09-16;84;26;2;241,0000;241,0000;0,0000;132,4918;31930,52;31930,52;5;SIM;SIM;Recebido
1147;PC001147;2024-11-15;2024-11-25;2024-11-23;84;26;2;253,0000;253,0000;0,0000;128,2616;32450,18;32450,18;8;SIM;SIM;Recebido
1148;PC001148;2025-01-30;2025-02-09;2025-02-04;84;26;2;304,0000;244,0000;0,0000;134,0281;40744,54;32702,86;5;SIM;NAO;Recebido
1149;PC001149;2025-03-31;2025-04-10;2025-04-08;84;26;2;300,0000;300,0000;0,0000;131,7526;39525,78;39525,78;8;SIM;SIM;Recebido
1150;PC001150;2025-05-19;2025-05-29;2025-05-25;84;26;2;226,0000;226,0000;0,0000;129,0020;29154,45;29154,45;6;SIM;SIM;Recebido
1151;PC001151;2025-07-16;2025-07-26;2025-07-23;84;26;2;245,0000;245,0000;0,0000;134,7645;33017,30;33017,30;7;SIM;SIM;Recebido
1152;PC001152;2025-09-03;2025-09-13;2025-09-09;84;26;2;274,0000;226,0000;0,0000;131,9364;36150,57;29817,63;6;SIM;NAO;Recebido
1153;PC001153;2025-11-14;2025-11-24;2025-11-21;84;26;2;257,0000;257,0000;0,0000;134,7851;34639,77;34639,77;7;SIM;SIM;Recebido
1154;PC001154;2026-01-27;2026-02-06;2026-02-02;84;26;2;285,0000;285,0000;0,0000;138,5929;39498,98;39498,98;6;SIM;SIM;Recebido
1155;PC001155;2026-03-23;2026-04-02;2026-03-27;84;26;2;356,0000;356,0000;15,0000;140,0247;49848,79;49848,79;4;SIM;SIM;Recebido
1156;PC001156;2026-05-19;2026-05-29;2026-05-23;84;26;2;294,0000;294,0000;0,0000;132,2214;38873,09;38873,09;4;SIM;SIM;Recebido
1157;PC001157;2026-07-28;2026-08-07;2026-08-04;84;26;2;297,0000;297,0000;0,0000;132,8185;39447,09;39447,09;7;SIM;SIM;Recebido
1158;PC001158;2024-09-26;2024-10-29;2024-11-05;85;7;1;38,0000;38,0000;0,0000;236,2969;8979,28;8979,28;40;NAO;SIM;Recebido
1159;PC001159;2024-10-08;2024-11-10;2024-11-16;85;7;1;46,0000;46,0000;0,0000;229,9863;10579,37;10579,37;39;NAO;SIM;Recebido
1160;PC001160;2025-05-21;2025-06-23;2025-06-16;85;7;1;41,0000;41,0000;0,0000;223,5747;9166,56;9166,56;26;SIM;SIM;Recebido
1161;PC001161;2025-07-29;2025-08-31;2025-09-02;85;7;1;27,0000;27,0000;0,0000;233,7229;6310,52;6310,52;35;NAO;SIM;Recebido
1162;PC001162;2025-08-18;2025-09-20;2025-09-18;85;7;1;31,0000;31,0000;0,0000;233,0724;7225,24;7225,24;31;SIM;SIM;Recebido
1163;PC001163;2026-01-28;2026-03-02;2026-03-05;85;7;1;29,0000;29,0000;0,0000;241,7798;7011,61;7011,61;36;NAO;SIM;Recebido
1164;PC001164;2026-02-19;2026-03-24;2026-03-23;85;7;1;45,0000;45,0000;1,0000;235,8991;10615,46;10615,46;32;SIM;SIM;Recebido
1165;PC001165;2026-06-16;2026-07-19;2026-07-29;85;7;1;38,0000;38,0000;0,0000;228,5142;8683,54;8683,54;43;NAO;SIM;Recebido
1166;PC001166;2026-08-27;2026-09-29;;85;7;1;29,0000;0,0000;0,0000;233,0059;6757,17;0,00;;NAO;NAO;Aberto
1167;PC001167;2024-11-28;2024-12-16;2024-12-03;86;33;2;181,0000;181,0000;0,0000;170,8620;30926,02;30926,02;5;SIM;SIM;Recebido
1168;PC001168;2025-01-06;2025-01-24;2025-01-15;86;33;2;166,0000;166,0000;0,0000;173,3413;28774,66;28774,66;9;SIM;SIM;Recebido
1169;PC001169;2025-03-10;2025-03-28;2025-03-20;86;33;2;176,0000;176,0000;0,0000;172,3292;30329,94;30329,94;10;SIM;SIM;Recebido
1170;PC001170;2025-05-14;2025-06-01;2025-05-26;86;33;2;136,0000;136,0000;0,0000;163,2773;22205,71;22205,71;12;SIM;SIM;Recebido
1171;PC001171;2025-01-09;2025-01-27;2025-01-18;86;33;3;123,0000;123,0000;0,0000;166,8178;20518,59;20518,59;9;SIM;SIM;Recebido
1172;PC001172;2025-05-08;2025-05-26;2025-05-20;86;33;3;171,0000;171,0000;0,0000;170,9450;29231,59;29231,59;12;SIM;SIM;Recebido
1173;PC001173;2025-09-25;2025-10-13;2025-10-17;86;33;3;146,0000;146,0000;0,0000;173,9844;25401,72;25401,72;22;NAO;SIM;Recebido
1174;PC001174;2025-12-10;2025-12-28;2025-12-28;86;33;3;130,0000;130,0000;0,0000;166,2390;21611,07;21611,07;18;SIM;SIM;Recebido
1175;PC001175;2026-01-29;2026-02-16;2026-02-13;86;33;3;126,0000;126,0000;0,0000;175,7383;22143,03;22143,03;15;SIM;SIM;Recebido
1176;PC001176;2026-04-13;2026-05-01;2026-04-26;86;33;3;156,0000;156,0000;0,0000;164,7970;25708,33;25708,33;13;SIM;SIM;Recebido
1177;PC001177;2026-07-09;2026-07-27;2026-07-20;86;33;3;124,0000;124,0000;5,0000;170,2159;21106,77;21106,77;11;SIM;SIM;Recebido
1178;PC001178;2026-08-07;2026-08-25;2026-08-17;86;33;3;120,0000;120,0000;1,0000;163,9115;19669,38;19669,38;10;SIM;SIM;Recebido
1179;PC001179;2024-09-05;2024-09-18;2024-09-12;87;10;1;328,0000;328,0000;0,0000;32,9057;10793,07;10793,07;7;SIM;SIM;Recebido
1180;PC001180;2024-12-10;2024-12-23;2024-12-19;87;10;1;327,0000;327,0000;0,0000;33,3893;10918,30;10918,30;9;SIM;SIM;Recebido
1181;PC001181;2025-02-12;2025-02-25;2025-02-21;87;10;1;361,0000;361,0000;0,0000;32,6989;11804,30;11804,30;9;SIM;SIM;Recebido
1182;PC001182;2025-03-05;2025-03-18;2025-03-09;87;10;1;236,0000;236,0000;0,0000;32,8217;7745,92;7745,92;4;SIM;SIM;Recebido
1183;PC001183;2025-05-07;2025-05-20;2025-05-17;87;10;1;361,0000;361,0000;0,0000;32,1606;11609,98;11609,98;10;SIM;SIM;Recebido
1184;PC001184;2025-07-22;2025-08-04;2025-08-03;87;10;1;341,0000;341,0000;9,0000;33,1546;11305,72;11305,72;12;SIM;SIM;Recebido
1185;PC001185;2025-09-30;2025-10-13;2025-10-08;87;10;1;361,0000;348,0000;0,0000;34,1682;12334,72;11890,53;8;SIM;NAO;Recebido
1186;PC001186;2025-11-11;2025-11-24;2025-11-17;87;10;1;308,0000;308,0000;0,0000;33,9708;10463,01;10463,01;6;SIM;SIM;Recebido
1187;PC001187;2026-01-05;2026-01-18;2026-01-19;87;10;1;234,0000;234,0000;0,0000;33,6950;7884,63;7884,63;14;NAO;SIM;Recebido
1188;PC001188;2026-02-26;2026-03-11;2026-03-08;87;10;1;310,0000;310,0000;0,0000;33,2419;10304,99;10304,99;10;SIM;SIM;Recebido
1189;PC001189;2026-03-27;2026-04-09;2026-04-03;87;10;1;275,0000;275,0000;0,0000;32,5362;8947,45;8947,45;7;SIM;SIM;Recebido
1190;PC001190;2026-04-20;2026-05-03;2026-04-30;87;10;1;225,0000;225,0000;0,0000;32,5917;7333,13;7333,13;10;SIM;SIM;Recebido
1191;PC001191;2026-05-04;2026-05-17;2026-05-10;87;10;1;218,0000;218,0000;0,0000;34,6439;7552,37;7552,37;6;SIM;SIM;Recebido
1192;PC001192;2026-06-17;2026-06-30;2026-06-24;87;10;1;224,0000;224,0000;0,0000;34,4779;7723,05;7723,05;7;SIM;SIM;Recebido
1193;PC001193;2026-07-14;2026-07-27;2026-07-23;87;10;1;296,0000;296,0000;0,0000;33,2754;9849,52;9849,52;9;SIM;SIM;Recebido
1194;PC001194;2026-08-07;2026-08-20;2026-08-18;87;10;1;361,0000;361,0000;0,0000;33,3286;12031,62;12031,62;11;SIM;SIM;Recebido
1195;PC001195;2024-09-10;2024-10-13;2024-10-23;88;21;1;441,0000;441,0000;0,0000;23,9384;10556,83;10556,83;43;NAO;SIM;Recebido
1196;PC001196;2024-11-22;2024-12-25;2024-12-14;88;21;1;355,0000;355,0000;0,0000;24,4812;8690,83;8690,83;22;SIM;SIM;Recebido
1197;PC001197;2025-02-06;2025-03-11;2025-03-12;88;21;1;450,0000;450,0000;0,0000;24,6338;11085,21;11085,21;34;NAO;SIM;Recebido
1198;PC001198;2025-04-07;2025-05-10;2025-05-01;88;21;1;356,0000;356,0000;0,0000;24,9156;8869,95;8869,95;24;SIM;SIM;Recebido
1199;PC001199;2025-05-07;2025-06-09;2025-05-25;88;21;1;336,0000;250,0000;0,0000;25,2940;8498,78;6323,50;18;SIM;NAO;Recebido
1200;PC001200;2025-07-10;2025-08-12;2025-08-02;88;21;1;443,0000;443,0000;0,0000;25,1626;11147,03;11147,03;23;SIM;SIM;Recebido
1201;PC001201;2024-09-24;2024-10-12;2024-10-07;89;20;1;100,0000;100,0000;0,0000;85,2838;8528,38;8528,38;13;SIM;SIM;Recebido
1202;PC001202;2024-12-02;2024-12-20;2024-12-19;89;20;1;77,0000;77,0000;0,0000;88,2974;6798,90;6798,90;17;SIM;SIM;Recebido
1203;PC001203;2025-03-06;2025-03-24;2025-03-19;89;20;1;74,0000;74,0000;0,0000;83,3612;6168,73;6168,73;13;SIM;SIM;Recebido
1204;PC001204;2025-08-14;2025-09-01;2025-08-21;89;20;1;100,0000;100,0000;0,0000;85,9928;8599,28;8599,28;7;SIM;SIM;Recebido
1205;PC001205;2026-01-16;2026-02-03;2026-01-24;89;20;1;70,0000;70,0000;0,0000;88,5658;6199,61;6199,61;8;SIM;SIM;Recebido
1206;PC001206;2026-04-27;2026-05-15;2026-05-12;89;20;1;70,0000;70,0000;0,0000;87,8845;6151,91;6151,91;15;SIM;SIM;Recebido
1207;PC001207;2026-07-07;2026-07-25;2026-07-15;89;20;1;78,0000;78,0000;0,0000;88,9662;6939,36;6939,36;8;SIM;SIM;Recebido
1208;PC001208;2024-09-04;2024-09-14;2024-09-06;90;3;1;164,0000;164,0000;0,0000;72,9090;11957,08;11957,08;2;SIM;SIM;Recebido
1209;PC001209;2024-11-26;2024-12-06;2024-12-04;90;3;1;148,0000;148,0000;0,0000;75,4148;11161,39;11161,39;8;SIM;SIM;Recebido
1210;PC001210;2025-02-28;2025-03-10;2025-03-06;90;3;1;156,0000;156,0000;0,0000;74,8906;11682,93;11682,93;6;SIM;SIM;Recebido
1211;PC001211;2025-06-20;2025-06-30;2025-06-24;90;3;1;172,0000;136,0000;0,0000;72,3414;12442,72;9838,43;4;SIM;NAO;Recebido
1212;PC001212;2025-10-15;2025-10-25;2025-10-21;90;3;1;172,0000;172,0000;0,0000;78,1822;13447,34;13447,34;6;SIM;SIM;Recebido
1213;PC001213;2025-12-12;2025-12-22;2025-12-17;90;3;1;161,0000;161,0000;0,0000;75,6198;12174,79;12174,79;5;SIM;SIM;Recebido
1214;PC001214;2026-02-04;2026-02-14;2026-02-09;90;3;1;176,0000;176,0000;0,0000;78,9908;13902,38;13902,38;5;SIM;SIM;Recebido
1215;PC001215;2026-04-27;2026-05-07;2026-05-02;90;3;1;151,0000;151,0000;6,0000;79,8775;12061,50;12061,50;5;SIM;SIM;Recebido
1216;PC001216;2026-08-13;2026-08-23;2026-08-17;90;3;1;143,0000;143,0000;0,0000;74,5648;10662,77;10662,77;4;SIM;SIM;Recebido
1217;PC001217;2024-09-03;2024-09-13;2024-09-07;91;6;3;293,0000;293,0000;0,0000;48,1269;14101,18;14101,18;4;SIM;SIM;Recebido
1218;PC001218;2025-01-24;2025-02-03;2025-01-29;91;6;3;249,0000;249,0000;0,0000;52,2056;12999,19;12999,19;5;SIM;SIM;Recebido
1219;PC001219;2025-04-23;2025-05-03;2025-04-28;91;6;3;293,0000;293,0000;0,0000;51,0402;14954,78;14954,78;5;SIM;SIM;Recebido
1220;PC001220;2025-07-29;2025-08-08;2025-08-04;91;6;3;259,0000;259,0000;0,0000;52,8435;13686,47;13686,47;6;SIM;SIM;Recebido
1221;PC001221;2025-11-11;2025-11-21;2025-11-17;91;6;3;241,0000;241,0000;0,0000;50,7969;12242,05;12242,05;6;SIM;SIM;Recebido
1222;PC001222;2026-03-13;2026-03-23;2026-03-19;91;6;3;272,0000;272,0000;0,0000;53,3928;14522,84;14522,84;6;SIM;SIM;Recebido
1223;PC001223;2026-06-26;2026-07-06;2026-07-02;91;6;3;231,0000;231,0000;0,0000;51,2023;11827,73;11827,73;6;SIM;SIM;Recebido
1224;PC001224;2024-10-03;2024-10-13;2024-10-08;91;6;2;234,0000;234,0000;0,0000;49,1068;11490,99;11490,99;5;SIM;SIM;Recebido
1225;PC001225;2025-01-14;2025-01-24;2025-01-21;91;6;2;236,0000;236,0000;0,0000;49,9534;11789,00;11789,00;7;SIM;SIM;Recebido
1226;PC001226;2025-04-28;2025-05-08;2025-05-06;91;6;2;281,0000;281,0000;0,0000;51,0926;14357,02;14357,02;8;SIM;SIM;Recebido
1227;PC001227;2025-07-10;2025-07-20;2025-07-17;91;6;2;293,0000;293,0000;0,0000;48,6462;14253,34;14253,34;7;SIM;SIM;Recebido
1228;PC001228;2025-11-12;2025-11-22;2025-11-18;91;6;2;228,0000;228,0000;0,0000;51,2603;11687,35;11687,35;6;SIM;SIM;Recebido
1229;PC001229;2026-02-11;2026-02-21;2026-02-18;91;6;2;268,0000;268,0000;0,0000;50,7366;13597,41;13597,41;7;SIM;SIM;Recebido
1230;PC001230;2026-05-13;2026-05-23;2026-05-19;91;6;2;257,0000;257,0000;0,0000;51,8849;13334,42;13334,42;6;SIM;SIM;Recebido
1231;PC001231;2024-09-18;2024-10-21;2024-10-14;92;22;1;120,0000;120,0000;0,0000;266,4209;31970,51;31970,51;26;SIM;SIM;Recebido
1232;PC001232;2024-11-14;2024-12-17;2024-12-05;92;22;1;125,0000;125,0000;0,0000;276,4402;34555,03;34555,03;21;SIM;SIM;Recebido
1233;PC001233;2025-01-24;2025-02-26;2025-02-26;92;22;1;200,0000;200,0000;0,0000;266,8531;53370,62;53370,62;33;SIM;SIM;Recebido
1234;PC001234;2025-03-19;2025-04-21;2025-04-14;92;22;1;170,0000;170,0000;7,0000;270,3503;45959,55;45959,55;26;SIM;SIM;Recebido
1235;PC001235;2025-05-08;2025-06-10;2025-06-06;92;22;1;124,0000;124,0000;2,0000;263,1393;32629,27;32629,27;29;SIM;SIM;Recebido
